Epoch :  [001/300]   |   loss :  1.287510   |   train_accuracy :  44.769841%
Epoch :  [036/300]   |   loss :  0.420978   |   train_accuracy :  99.107143%
Epoch :  [037/300]   |   loss :  0.449252   |   train_accuracy :  98.511905%
Epoch :  [038/300]   |   loss :  0.416286   |   train_accuracy :  99.232143%
Epoch :  [039/300]   |   loss :  0.434137   |   train_accuracy :  98.750000%
Epoch :  [040/300]   |   loss :  0.402367   |   train_accuracy :  99.430556%
Epoch :  [041/300]   |   loss :  0.431770   |   train_accuracy :  98.680556%
Epoch :  [042/300]   |   loss :  0.429039   |   train_accuracy :  98.886905%
Epoch :  [043/300]   |   loss :  0.418011   |   train_accuracy :  99.182540%
Epoch :  [044/300]   |   loss :  0.412679   |   train_accuracy :  99.202381%
Epoch :  [045/300]   |   loss :  0.415194   |   train_accuracy :  99.059524%
Epoch :  [046/300]   |   loss :  0.416985   |   train_accuracy :  99.009921%
Epoch :  [047/300]   |   loss :  0.404959   |   train_accuracy :  99.160714%
Epoch :  [048/300]   |   loss :  0.392302   |   train_accuracy :  99.505952%
Epoch :  [049/300]   |   loss :  0.443673   |   train_accuracy :  98.442460%
Epoch :  [050/300]   |   loss :  0.404785   |   train_accuracy :  99.162698%
Epoch :  [051/300]   |   loss :  0.409172   |   train_accuracy :  99.019841%
Epoch :  [052/300]   |   loss :  0.406244   |   train_accuracy :  99.186508%
Epoch :  [053/300]   |   loss :  0.462999   |   train_accuracy :  98.168651%
Epoch :  [054/300]   |   loss :  0.403942   |   train_accuracy :  99.234127%
Epoch :  [055/300]   |   loss :  0.414555   |   train_accuracy :  98.952381%
Epoch :  [056/300]   |   loss :  0.389505   |   train_accuracy :  99.462302%
Epoch :  [057/300]   |   loss :  0.398074   |   train_accuracy :  99.158730%
Epoch :  [058/300]   |   loss :  0.385534   |   train_accuracy :  99.446429%
Epoch :  [059/300]   |   loss :  0.410135   |   train_accuracy :  98.769841%
Epoch :  [060/300]   |   loss :  0.373067   |   train_accuracy :  99.507937%
Epoch :  [061/300]   |   loss :  0.388998   |   train_accuracy :  99.115079%
Epoch :  [062/300]   |   loss :  0.383935   |   train_accuracy :  99.085317%
Epoch :  [063/300]   |   loss :  0.378211   |   train_accuracy :  99.164683%
Epoch :  [064/300]   |   loss :  0.373799   |   train_accuracy :  98.968254%
Epoch :  [065/300]   |   loss :  0.372366   |   train_accuracy :  99.392857%
Epoch :  [066/300]   |   loss :  0.362482   |   train_accuracy :  99.259921%
Epoch :  [067/300]   |   loss :  0.353362   |   train_accuracy :  99.301587%
Epoch :  [068/300]   |   loss :  0.371736   |   train_accuracy :  98.861111%
Epoch :  [069/300]   |   loss :  0.365507   |   train_accuracy :  99.083333%
Epoch :  [070/300]   |   loss :  0.343919   |   train_accuracy :  99.438492%
Epoch :  [071/300]   |   loss :  0.354028   |   train_accuracy :  99.178571%
Epoch :  [072/300]   |   loss :  0.341989   |   train_accuracy :  99.394841%
Epoch :  [073/300]   |   loss :  0.341527   |   train_accuracy :  99.376984%
Epoch :  [074/300]   |   loss :  0.353301   |   train_accuracy :  99.119048%
Epoch :  [075/300]   |   loss :  0.364345   |   train_accuracy :  98.793651%
Epoch :  [076/300]   |   loss :  0.335488   |   train_accuracy :  99.484127%
Epoch :  [077/300]   |   loss :  0.360127   |   train_accuracy :  98.988095%
Epoch :  [078/300]   |   loss :  0.343232   |   train_accuracy :  99.250000%
Epoch :  [079/300]   |   loss :  0.344214   |   train_accuracy :  99.234127%
Epoch :  [080/300]   |   loss :  0.340055   |   train_accuracy :  99.208333%
Epoch :  [081/300]   |   loss :  0.347858   |   train_accuracy :  99.156746%
Epoch :  [082/300]   |   loss :  0.331609   |   train_accuracy :  99.392857%
Epoch :  [083/300]   |   loss :  0.339542   |   train_accuracy :  99.178571%
Epoch :  [084/300]   |   loss :  0.326364   |   train_accuracy :  99.472222%
Epoch :  [085/300]   |   loss :  0.351674   |   train_accuracy :  98.807540%
Epoch :  [086/300]   |   loss :  0.341515   |   train_accuracy :  99.283730%
Epoch :  [087/300]   |   loss :  0.326902   |   train_accuracy :  99.398810%
Epoch :  [088/300]   |   loss :  0.330390   |   train_accuracy :  99.317460%
Epoch :  [089/300]   |   loss :  0.317576   |   train_accuracy :  99.525794%
Epoch :  [090/300]   |   loss :  0.428847   |   train_accuracy :  96.706349%
Epoch :  [091/300]   |   loss :  0.342741   |   train_accuracy :  99.075397%
Epoch :  [092/300]   |   loss :  0.320437   |   train_accuracy :  99.468254%
Epoch :  [093/300]   |   loss :  0.349481   |   train_accuracy :  99.037698%
Epoch :  [094/300]   |   loss :  0.318157   |   train_accuracy :  99.492063%
Epoch :  [095/300]   |   loss :  0.358430   |   train_accuracy :  98.837302%
Epoch :  [096/300]   |   loss :  0.333903   |   train_accuracy :  99.331349%
Epoch :  [097/300]   |   loss :  0.329201   |   train_accuracy :  99.299603%
Epoch :  [098/300]   |   loss :  0.314955   |   train_accuracy :  99.517857%
Epoch :  [099/300]   |   loss :  0.406192   |   train_accuracy :  97.228175%
Epoch :  [100/300]   |   loss :  0.336178   |   train_accuracy :  99.158730%
Epoch :  [101/300]   |   loss :  0.331186   |   train_accuracy :  99.287698%
Epoch :  [102/300]   |   loss :  0.314901   |   train_accuracy :  99.517857%
Epoch :  [103/300]   |   loss :  0.348152   |   train_accuracy :  98.928571%
Epoch :  [104/300]   |   loss :  0.317894   |   train_accuracy :  99.482143%
Epoch :  [105/300]   |   loss :  0.321574   |   train_accuracy :  99.345238%
Epoch :  [106/300]   |   loss :  0.336278   |   train_accuracy :  99.041667%
Epoch :  [107/300]   |   loss :  0.323290   |   train_accuracy :  99.365079%
Epoch :  [108/300]   |   loss :  0.332018   |   train_accuracy :  99.303571%
Epoch :  [109/300]   |   loss :  0.346031   |   train_accuracy :  98.837302%
Epoch :  [110/300]   |   loss :  0.321825   |   train_accuracy :  99.472222%
Epoch :  [111/300]   |   loss :  0.320927   |   train_accuracy :  99.410714%
Epoch :  [112/300]   |   loss :  0.324989   |   train_accuracy :  99.246032%
Epoch :  [113/300]   |   loss :  0.321587   |   train_accuracy :  99.386905%
Epoch :  [114/300]   |   loss :  0.317869   |   train_accuracy :  99.369048%
Epoch :  [115/300]   |   loss :  0.310940   |   train_accuracy :  99.517857%
Epoch :  [116/300]   |   loss :  0.362453   |   train_accuracy :  98.178571%
Epoch :  [117/300]   |   loss :  0.318983   |   train_accuracy :  99.394841%
Epoch :  [118/300]   |   loss :  0.328490   |   train_accuracy :  99.200397%
Epoch :  [119/300]   |   loss :  0.315697   |   train_accuracy :  99.519841%
Epoch :  [120/300]   |   loss :  0.329091   |   train_accuracy :  99.170635%
Epoch :  [121/300]   |   loss :  0.311833   |   train_accuracy :  99.521825%
Epoch :  [122/300]   |   loss :  0.332885   |   train_accuracy :  99.091270%
Epoch :  [123/300]   |   loss :  0.318242   |   train_accuracy :  99.480159%
Epoch :  [124/300]   |   loss :  0.308930   |   train_accuracy :  99.517857%
Epoch :  [125/300]   |   loss :  0.337895   |   train_accuracy :  98.873016%
Epoch :  [126/300]   |   loss :  0.324640   |   train_accuracy :  99.204365%
Epoch :  [127/300]   |   loss :  0.327069   |   train_accuracy :  99.222222%
Epoch :  [128/300]   |   loss :  0.310268   |   train_accuracy :  99.519841%
Epoch :  [129/300]   |   loss :  0.317982   |   train_accuracy :  99.378968%
Epoch :  [130/300]   |   loss :  0.320911   |   train_accuracy :  99.327381%
Epoch :  [131/300]   |   loss :  0.352282   |   train_accuracy :  98.998016%
Epoch :  [132/300]   |   loss :  0.311061   |   train_accuracy :  99.501984%
Epoch :  [133/300]   |   loss :  0.341578   |   train_accuracy :  98.932540%
Epoch :  [134/300]   |   loss :  0.311307   |   train_accuracy :  99.501984%
Epoch :  [135/300]   |   loss :  0.325886   |   train_accuracy :  99.216270%
Epoch :  [136/300]   |   loss :  0.308024   |   train_accuracy :  99.525794%
Epoch :  [137/300]   |   loss :  0.330255   |   train_accuracy :  99.178571%
Epoch :  [138/300]   |   loss :  0.318262   |   train_accuracy :  99.313492%
Epoch :  [139/300]   |   loss :  0.324069   |   train_accuracy :  99.283730%
Epoch :  [140/300]   |   loss :  0.308582   |   train_accuracy :  99.505952%
Epoch :  [141/300]   |   loss :  0.327197   |   train_accuracy :  99.154762%
Epoch :  [142/300]   |   loss :  0.338325   |   train_accuracy :  98.980159%
Epoch :  [143/300]   |   loss :  0.325880   |   train_accuracy :  99.414683%
Epoch :  [144/300]   |   loss :  0.310463   |   train_accuracy :  99.490079%
Epoch :  [145/300]   |   loss :  0.320540   |   train_accuracy :  99.295635%
Epoch :  [146/300]   |   loss :  0.309565   |   train_accuracy :  99.517857%
Epoch :  [147/300]   |   loss :  0.307730   |   train_accuracy :  99.509921%
Epoch :  [148/300]   |   loss :  0.330707   |   train_accuracy :  99.021825%
Epoch :  [149/300]   |   loss :  0.312179   |   train_accuracy :  99.521825%
Epoch :  [150/300]   |   loss :  0.319282   |   train_accuracy :  99.291667%
Epoch :  [151/300]   |   loss :  0.322770   |   train_accuracy :  99.390873%
Epoch :  [152/300]   |   loss :  0.306765   |   train_accuracy :  99.523810%
Epoch :  [153/300]   |   loss :  0.326678   |   train_accuracy :  99.192460%
Epoch :  [154/300]   |   loss :  0.333858   |   train_accuracy :  98.968254%
Epoch :  [155/300]   |   loss :  0.316897   |   train_accuracy :  99.432540%
Epoch :  [156/300]   |   loss :  0.307928   |   train_accuracy :  99.505952%
Epoch :  [157/300]   |   loss :  0.438944   |   train_accuracy :  97.952381%
Epoch :  [158/300]   |   loss :  0.337520   |   train_accuracy :  99.347222%
Epoch :  [159/300]   |   loss :  0.335935   |   train_accuracy :  99.281746%
Epoch :  [160/300]   |   loss :  0.322915   |   train_accuracy :  99.466270%
Epoch :  [161/300]   |   loss :  0.328817   |   train_accuracy :  99.313492%
Epoch :  [162/300]   |   loss :  0.308876   |   train_accuracy :  99.515873%
Epoch :  [163/300]   |   loss :  0.307999   |   train_accuracy :  99.511905%
Epoch :  [164/300]   |   loss :  0.333282   |   train_accuracy :  99.013889%
Epoch :  [165/300]   |   loss :  0.305646   |   train_accuracy :  99.517857%
Epoch :  [166/300]   |   loss :  0.331989   |   train_accuracy :  99.121032%
Epoch :  [167/300]   |   loss :  0.308132   |   train_accuracy :  99.519841%
Epoch :  [168/300]   |   loss :  0.331861   |   train_accuracy :  99.164683%
Epoch :  [169/300]   |   loss :  0.316257   |   train_accuracy :  99.351190%
Epoch :  [170/300]   |   loss :  0.308797   |   train_accuracy :  99.496032%
Epoch :  [171/300]   |   loss :  0.328782   |   train_accuracy :  99.140873%
Epoch :  [172/300]   |   loss :  0.312460   |   train_accuracy :  99.454365%
Epoch :  [173/300]   |   loss :  0.306174   |   train_accuracy :  99.515873%
Epoch :  [174/300]   |   loss :  0.337188   |   train_accuracy :  98.900794%
Epoch :  [175/300]   |   loss :  0.307380   |   train_accuracy :  99.507937%
Epoch :  [176/300]   |   loss :  0.332656   |   train_accuracy :  98.984127%
Epoch :  [177/300]   |   loss :  0.328621   |   train_accuracy :  99.408730%
Epoch :  [178/300]   |   loss :  0.317769   |   train_accuracy :  99.365079%
Epoch :  [179/300]   |   loss :  0.315173   |   train_accuracy :  99.408730%
Epoch :  [180/300]   |   loss :  0.310551   |   train_accuracy :  99.450397%
Epoch :  [181/300]   |   loss :  0.304814   |   train_accuracy :  99.517857%
Epoch :  [182/300]   |   loss :  0.327336   |   train_accuracy :  99.192460%
Epoch :  [183/300]   |   loss :  0.316878   |   train_accuracy :  99.303571%
Epoch :  [184/300]   |   loss :  0.305200   |   train_accuracy :  99.519841%
Epoch :  [185/300]   |   loss :  0.338803   |   train_accuracy :  98.902778%
Epoch :  [186/300]   |   loss :  0.311650   |   train_accuracy :  99.482143%
Epoch :  [187/300]   |   loss :  0.306672   |   train_accuracy :  99.515873%
Epoch :  [188/300]   |   loss :  0.304668   |   train_accuracy :  99.523810%
Epoch :  [189/300]   |   loss :  0.382395   |   train_accuracy :  97.537698%
Epoch :  [190/300]   |   loss :  0.400442   |   train_accuracy :  97.313492%
Epoch :  [191/300]   |   loss :  0.333271   |   train_accuracy :  99.144841%
Epoch :  [192/300]   |   loss :  0.363849   |   train_accuracy :  98.361111%
Epoch :  [193/300]   |   loss :  0.319655   |   train_accuracy :  99.426587%
Epoch :  [194/300]   |   loss :  0.308238   |   train_accuracy :  99.490079%
Epoch :  [195/300]   |   loss :  0.330228   |   train_accuracy :  99.099206%
Epoch :  [196/300]   |   loss :  0.322395   |   train_accuracy :  99.250000%
Epoch :  [197/300]   |   loss :  0.308455   |   train_accuracy :  99.503968%
Epoch :  [198/300]   |   loss :  0.357540   |   train_accuracy :  98.567460%
Epoch :  [199/300]   |   loss :  0.318517   |   train_accuracy :  99.494048%
Epoch :  [200/300]   |   loss :  0.309707   |   train_accuracy :  99.490079%
Epoch :  [201/300]   |   loss :  0.326988   |   train_accuracy :  99.119048%
Epoch :  [202/300]   |   loss :  0.306776   |   train_accuracy :  99.490079%
Epoch :  [203/300]   |   loss :  0.323640   |   train_accuracy :  99.218254%
Epoch :  [204/300]   |   loss :  0.306073   |   train_accuracy :  99.513889%
Epoch :  [205/300]   |   loss :  0.339286   |   train_accuracy :  98.968254%
Epoch :  [206/300]   |   loss :  0.306801   |   train_accuracy :  99.515873%
Epoch :  [207/300]   |   loss :  0.331701   |   train_accuracy :  99.073413%
Epoch :  [208/300]   |   loss :  0.309508   |   train_accuracy :  99.444444%
Epoch :  [209/300]   |   loss :  0.355588   |   train_accuracy :  98.414683%
Epoch :  [210/300]   |   loss :  0.352409   |   train_accuracy :  99.015873%
Epoch :  [211/300]   |   loss :  0.326508   |   train_accuracy :  99.261905%
Epoch :  [212/300]   |   loss :  0.307390   |   train_accuracy :  99.500000%
Epoch :  [213/300]   |   loss :  0.314281   |   train_accuracy :  99.339286%
Epoch :  [214/300]   |   loss :  0.305798   |   train_accuracy :  99.507937%
Epoch :  [215/300]   |   loss :  0.332535   |   train_accuracy :  99.039683%
Epoch :  [216/300]   |   loss :  0.307069   |   train_accuracy :  99.492063%
Epoch :  [217/300]   |   loss :  0.306910   |   train_accuracy :  99.466270%
Epoch :  [218/300]   |   loss :  0.359316   |   train_accuracy :  98.702381%
Epoch :  [219/300]   |   loss :  0.329593   |   train_accuracy :  99.198413%
Epoch :  [220/300]   |   loss :  0.316289   |   train_accuracy :  99.353175%
Epoch :  [221/300]   |   loss :  0.308064   |   train_accuracy :  99.505952%
Epoch :  [222/300]   |   loss :  0.343803   |   train_accuracy :  98.974206%
Epoch :  [223/300]   |   loss :  0.309246   |   train_accuracy :  99.505952%
Epoch :  [224/300]   |   loss :  0.305704   |   train_accuracy :  99.515873%
Epoch :  [225/300]   |   loss :  0.380802   |   train_accuracy :  98.966270%
Epoch :  [226/300]   |   loss :  0.317342   |   train_accuracy :  99.486111%
Epoch :  [227/300]   |   loss :  0.315342   |   train_accuracy :  99.442460%
Epoch :  [228/300]   |   loss :  0.314389   |   train_accuracy :  99.398810%
Epoch :  [229/300]   |   loss :  0.306318   |   train_accuracy :  99.503968%
Epoch :  [230/300]   |   loss :  0.339625   |   train_accuracy :  99.041667%
Epoch :  [231/300]   |   loss :  0.312890   |   train_accuracy :  99.513889%
Epoch :  [232/300]   |   loss :  0.315003   |   train_accuracy :  99.365079%
Epoch :  [233/300]   |   loss :  0.307499   |   train_accuracy :  99.521825%
Epoch :  [234/300]   |   loss :  0.305348   |   train_accuracy :  99.494048%
Epoch :  [235/300]   |   loss :  0.303635   |   train_accuracy :  99.523810%
Epoch :  [236/300]   |   loss :  0.329644   |   train_accuracy :  99.043651%
Epoch :  [237/300]   |   loss :  0.304836   |   train_accuracy :  99.484127%
Epoch :  [238/300]   |   loss :  0.341628   |   train_accuracy :  99.009921%
Epoch :  [239/300]   |   loss :  0.305115   |   train_accuracy :  99.515873%
Epoch :  [240/300]   |   loss :  0.315752   |   train_accuracy :  99.253968%
Epoch :  [241/300]   |   loss :  0.311768   |   train_accuracy :  99.410714%
Epoch :  [242/300]   |   loss :  0.304369   |   train_accuracy :  99.505952%
Epoch :  [243/300]   |   loss :  0.305390   |   train_accuracy :  99.509921%
Epoch :  [244/300]   |   loss :  0.364141   |   train_accuracy :  98.573413%
Epoch :  [245/300]   |   loss :  0.323590   |   train_accuracy :  99.426587%
Epoch :  [246/300]   |   loss :  0.307526   |   train_accuracy :  99.523810%
Epoch :  [247/300]   |   loss :  0.305131   |   train_accuracy :  99.517857%
Epoch :  [248/300]   |   loss :  0.359565   |   train_accuracy :  98.742063%
Epoch :  [249/300]   |   loss :  0.310251   |   train_accuracy :  99.507937%
Epoch :  [250/300]   |   loss :  0.304456   |   train_accuracy :  99.511905%
Epoch :  [251/300]   |   loss :  0.303599   |   train_accuracy :  99.511905%
Epoch :  [252/300]   |   loss :  0.318225   |   train_accuracy :  99.281746%
Epoch :  [253/300]   |   loss :  0.303705   |   train_accuracy :  99.521825%
Epoch :  [254/300]   |   loss :  0.303143   |   train_accuracy :  99.507937%
Epoch :  [255/300]   |   loss :  0.337849   |   train_accuracy :  99.099206%
Epoch :  [256/300]   |   loss :  0.303868   |   train_accuracy :  99.509921%
Epoch :  [257/300]   |   loss :  0.303247   |   train_accuracy :  99.513889%
Epoch :  [258/300]   |   loss :  0.317959   |   train_accuracy :  99.273810%
Epoch :  [259/300]   |   loss :  0.303729   |   train_accuracy :  99.523810%
Epoch :  [260/300]   |   loss :  0.302453   |   train_accuracy :  99.523810%
Epoch :  [261/300]   |   loss :  0.321505   |   train_accuracy :  99.275794%
Epoch :  [262/300]   |   loss :  0.313452   |   train_accuracy :  99.378968%
Epoch :  [263/300]   |   loss :  0.320036   |   train_accuracy :  99.317460%
Epoch :  [264/300]   |   loss :  0.305577   |   train_accuracy :  99.509921%
Epoch :  [265/300]   |   loss :  0.307370   |   train_accuracy :  99.470238%
Epoch :  [266/300]   |   loss :  0.302234   |   train_accuracy :  99.517857%
Epoch :  [267/300]   |   loss :  0.340670   |   train_accuracy :  98.964286%
Epoch :  [268/300]   |   loss :  0.305875   |   train_accuracy :  99.517857%
Epoch :  [269/300]   |   loss :  0.307576   |   train_accuracy :  99.492063%
Epoch :  [270/300]   |   loss :  0.421946   |   train_accuracy :  97.281746%
Epoch :  [271/300]   |   loss :  0.321136   |   train_accuracy :  99.281746%
Epoch :  [272/300]   |   loss :  0.336773   |   train_accuracy :  98.837302%
Epoch :  [273/300]   |   loss :  0.313577   |   train_accuracy :  99.234127%
Epoch :  [274/300]   |   loss :  0.348888   |   train_accuracy :  98.670635%
Epoch :  [275/300]   |   loss :  0.314225   |   train_accuracy :  99.478175%
Epoch :  [276/300]   |   loss :  0.305623   |   train_accuracy :  99.517857%
Epoch :  [277/300]   |   loss :  0.329993   |   train_accuracy :  99.158730%
Epoch :  [278/300]   |   loss :  0.306139   |   train_accuracy :  99.505952%
Epoch :  [279/300]   |   loss :  0.304430   |   train_accuracy :  99.509921%
Epoch :  [280/300]   |   loss :  0.331753   |   train_accuracy :  98.978175%
Epoch :  [281/300]   |   loss :  0.309359   |   train_accuracy :  99.472222%
Epoch :  [282/300]   |   loss :  0.304051   |   train_accuracy :  99.507937%
Epoch :  [283/300]   |   loss :  0.353544   |   train_accuracy :  98.708333%
Epoch :  [284/300]   |   loss :  0.308420   |   train_accuracy :  99.484127%
Epoch :  [285/300]   |   loss :  0.304224   |   train_accuracy :  99.513889%
Epoch :  [286/300]   |   loss :  0.302888   |   train_accuracy :  99.505952%
Epoch :  [287/300]   |   loss :  0.349977   |   train_accuracy :  98.908730%
Epoch :  [288/300]   |   loss :  0.308693   |   train_accuracy :  99.517857%
Epoch :  [289/300]   |   loss :  0.304147   |   train_accuracy :  99.519841%
Epoch :  [290/300]   |   loss :  0.301884   |   train_accuracy :  99.519841%
Epoch :  [291/300]   |   loss :  0.318283   |   train_accuracy :  99.287698%
Epoch :  [292/300]   |   loss :  0.303643   |   train_accuracy :  99.509921%
Epoch :  [293/300]   |   loss :  0.303117   |   train_accuracy :  99.511905%
Epoch :  [294/300]   |   loss :  0.386608   |   train_accuracy :  98.281746%
Epoch :  [295/300]   |   loss :  0.316501   |   train_accuracy :  99.402778%
Epoch :  [296/300]   |   loss :  0.307051   |   train_accuracy :  99.503968%
Epoch :  [297/300]   |   loss :  0.304776   |   train_accuracy :  99.511905%
Epoch :  [298/300]   |   loss :  0.327253   |   train_accuracy :  99.164683%
Epoch :  [299/300]   |   loss :  0.341311   |   train_accuracy :  99.031746%
Epoch :  [300/300]   |   loss :  0.306552   |   train_accuracy :  99.521825%
Epoch :  [001/300]   |   loss :  1.665800   |   train_accuracy :  49.753968%
Epoch :  [002/300]   |   loss :  1.350948   |   train_accuracy :  65.337302%
Epoch :  [003/300]   |   loss :  1.107977   |   train_accuracy :  75.928571%
Epoch :  [004/300]   |   loss :  0.898899   |   train_accuracy :  85.297619%
Epoch :  [005/300]   |   loss :  0.759300   |   train_accuracy :  90.478175%
Epoch :  [006/300]   |   loss :  0.672048   |   train_accuracy :  93.797619%
Epoch :  [007/300]   |   loss :  0.672816   |   train_accuracy :  93.763889%
Epoch :  [008/300]   |   loss :  0.599204   |   train_accuracy :  95.827381%
Epoch :  [009/300]   |   loss :  0.573052   |   train_accuracy :  96.257937%
Epoch :  [010/300]   |   loss :  0.557583   |   train_accuracy :  96.275794%
Epoch :  [011/300]   |   loss :  0.516964   |   train_accuracy :  97.103175%
Epoch :  [012/300]   |   loss :  0.494728   |   train_accuracy :  97.426587%
Epoch :  [013/300]   |   loss :  0.495073   |   train_accuracy :  97.190476%
Epoch :  [014/300]   |   loss :  0.501623   |   train_accuracy :  96.704365%
Epoch :  [015/300]   |   loss :  0.453243   |   train_accuracy :  98.126984%
Epoch :  [016/300]   |   loss :  0.459506   |   train_accuracy :  97.623016%
Epoch :  [017/300]   |   loss :  0.440008   |   train_accuracy :  97.946429%
Epoch :  [018/300]   |   loss :  0.439885   |   train_accuracy :  98.097222%
Epoch :  [019/300]   |   loss :  0.403643   |   train_accuracy :  98.833333%
Epoch :  [020/300]   |   loss :  0.448043   |   train_accuracy :  97.543651%
Epoch :  [021/300]   |   loss :  0.421039   |   train_accuracy :  98.196429%
Epoch :  [022/300]   |   loss :  0.398278   |   train_accuracy :  98.704365%
Epoch :  [023/300]   |   loss :  0.427806   |   train_accuracy :  97.835317%
Epoch :  [024/300]   |   loss :  0.411307   |   train_accuracy :  98.509921%
Epoch :  [025/300]   |   loss :  0.403428   |   train_accuracy :  98.535714%
Epoch :  [026/300]   |   loss :  0.391872   |   train_accuracy :  98.750000%
Epoch :  [027/300]   |   loss :  0.421259   |   train_accuracy :  97.835317%
Epoch :  [028/300]   |   loss :  0.399311   |   train_accuracy :  98.498016%
Epoch :  [029/300]   |   loss :  0.388086   |   train_accuracy :  98.791667%
Epoch :  [030/300]   |   loss :  0.379023   |   train_accuracy :  99.085317%
Epoch :  [031/300]   |   loss :  0.414004   |   train_accuracy :  97.998016%
Epoch :  [032/300]   |   loss :  0.405738   |   train_accuracy :  98.355159%
Epoch :  [033/300]   |   loss :  0.370996   |   train_accuracy :  99.251984%
Epoch :  [034/300]   |   loss :  0.389028   |   train_accuracy :  98.696429%
Epoch :  [035/300]   |   loss :  0.363316   |   train_accuracy :  99.212302%
Epoch :  [036/300]   |   loss :  0.392487   |   train_accuracy :  98.428571%
Epoch :  [037/300]   |   loss :  0.364108   |   train_accuracy :  99.172619%
Epoch :  [038/300]   |   loss :  0.413116   |   train_accuracy :  97.704365%
Epoch :  [039/300]   |   loss :  0.393566   |   train_accuracy :  98.279762%
Epoch :  [040/300]   |   loss :  0.373248   |   train_accuracy :  98.930556%
Epoch :  [041/300]   |   loss :  0.383402   |   train_accuracy :  98.404762%
Epoch :  [042/300]   |   loss :  0.355913   |   train_accuracy :  99.150794%
Epoch :  [043/300]   |   loss :  0.369446   |   train_accuracy :  98.884921%
Epoch :  [044/300]   |   loss :  0.342670   |   train_accuracy :  99.402778%
Epoch :  [045/300]   |   loss :  0.398361   |   train_accuracy :  97.988095%
Epoch :  [046/300]   |   loss :  0.360719   |   train_accuracy :  98.777778%
Epoch :  [047/300]   |   loss :  0.347664   |   train_accuracy :  99.196429%
Epoch :  [048/300]   |   loss :  0.355020   |   train_accuracy :  98.988095%
Epoch :  [049/300]   |   loss :  0.347612   |   train_accuracy :  99.049603%
Epoch :  [050/300]   |   loss :  0.353258   |   train_accuracy :  98.894841%
Epoch :  [051/300]   |   loss :  0.356172   |   train_accuracy :  98.944444%
Epoch :  [052/300]   |   loss :  0.380823   |   train_accuracy :  98.029762%
Epoch :  [053/300]   |   loss :  0.332568   |   train_accuracy :  99.327381%
Epoch :  [054/300]   |   loss :  0.338777   |   train_accuracy :  99.206349%
Epoch :  [055/300]   |   loss :  0.334559   |   train_accuracy :  99.148810%
Epoch :  [056/300]   |   loss :  0.342632   |   train_accuracy :  98.882937%
Epoch :  [057/300]   |   loss :  0.340389   |   train_accuracy :  99.000000%
Epoch :  [058/300]   |   loss :  0.344483   |   train_accuracy :  99.023810%
Epoch :  [059/300]   |   loss :  0.341691   |   train_accuracy :  99.073413%
Epoch :  [060/300]   |   loss :  0.331833   |   train_accuracy :  99.178571%
Epoch :  [061/300]   |   loss :  0.330622   |   train_accuracy :  99.182540%
Epoch :  [062/300]   |   loss :  0.323096   |   train_accuracy :  99.248016%
Epoch :  [063/300]   |   loss :  0.315347   |   train_accuracy :  99.478175%
Epoch :  [064/300]   |   loss :  0.343872   |   train_accuracy :  98.825397%
Epoch :  [065/300]   |   loss :  0.324959   |   train_accuracy :  99.230159%
Epoch :  [066/300]   |   loss :  0.308258   |   train_accuracy :  99.503968%
Epoch :  [067/300]   |   loss :  0.348311   |   train_accuracy :  98.702381%
Epoch :  [068/300]   |   loss :  0.331953   |   train_accuracy :  99.041667%
Epoch :  [069/300]   |   loss :  0.335552   |   train_accuracy :  98.815476%
Epoch :  [070/300]   |   loss :  0.323337   |   train_accuracy :  99.267857%
Epoch :  [071/300]   |   loss :  0.339310   |   train_accuracy :  98.783730%
Epoch :  [072/300]   |   loss :  0.312613   |   train_accuracy :  99.343254%
Epoch :  [073/300]   |   loss :  0.320927   |   train_accuracy :  99.297619%
Epoch :  [074/300]   |   loss :  0.318999   |   train_accuracy :  99.200397%
Epoch :  [075/300]   |   loss :  0.326611   |   train_accuracy :  99.103175%
Epoch :  [076/300]   |   loss :  0.393285   |   train_accuracy :  96.928571%
Epoch :  [077/300]   |   loss :  0.349402   |   train_accuracy :  98.392857%
Epoch :  [078/300]   |   loss :  0.317675   |   train_accuracy :  99.363095%
Epoch :  [079/300]   |   loss :  0.312122   |   train_accuracy :  99.271825%
Epoch :  [080/300]   |   loss :  0.315651   |   train_accuracy :  99.259921%
Epoch :  [081/300]   |   loss :  0.311754   |   train_accuracy :  99.226190%
Epoch :  [082/300]   |   loss :  0.303056   |   train_accuracy :  99.142857%
Epoch :  [083/300]   |   loss :  0.288124   |   train_accuracy :  99.440476%
Epoch :  [084/300]   |   loss :  0.294285   |   train_accuracy :  99.279762%
Epoch :  [085/300]   |   loss :  0.346136   |   train_accuracy :  97.519841%
Epoch :  [086/300]   |   loss :  0.361311   |   train_accuracy :  98.541667%
Epoch :  [087/300]   |   loss :  0.348861   |   train_accuracy :  98.753968%
Epoch :  [088/300]   |   loss :  0.328086   |   train_accuracy :  98.644841%
Epoch :  [089/300]   |   loss :  0.291666   |   train_accuracy :  99.416667%
Epoch :  [090/300]   |   loss :  0.307547   |   train_accuracy :  99.144841%
Epoch :  [091/300]   |   loss :  0.313979   |   train_accuracy :  98.480159%
Epoch :  [092/300]   |   loss :  0.281010   |   train_accuracy :  99.355159%
